NOM_USUEL,LAT,LON,ALTI,AAAAMM,year,month,RR,TM,TX,RRAB,NBJNEIG,NBJGREL,NBJORAG,NBJBROU
BARBEZIEUX,45.481,-0.148667,72,janv. 2024,2024,1,41.8,6.9,10.3,9,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,févr. 2024,2024,2,135.3,9.9,13.3,25.5,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,mars 2024,2024,3,172.6,11.3,16.5,29.9,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,avr. 2024,2024,4,63.3,13.7,19.8,16.3,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,mai 2024,2024,5,160.2,15.5,20.6,21.5,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,juin 2024,2024,6,84.6,19.5,25.4,26.7,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,juil. 2024,2024,7,45.3,21.9,28.5,23.1,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,août 2024,2024,8,24.9,22.2,29.7,11.2,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,sept. 2024,2024,9,112.4,17,22.3,22.5,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,oct. 2024,2024,10,103.9,15.9,20.5,24.9,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,nov. 2024,2024,11,53.8,11.8,16.5,25.5,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,déc. 2024,2024,12,49.8,6.9,10.5,10.3,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,janv. 2025,2025,1,124.9,6.8,10.8,21.7,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,févr. 2025,2025,2,64.2,8.9,14,18.1,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,mars 2025,2025,3,39.5,10.4,16.2,16.1,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,avr. 2025,2025,4,113.9,14.3,20.8,54.5,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,mai 2025,2025,5,46.7,17.3,24.2,25.4,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,juin 2025,2025,6,17.4,23,30.6,5.4,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,juil. 2025,2025,7,20.9,23,30.3,7.5,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,août 2025,2025,8,51,24,32.1,18.5,NA,NA,NA,NA
BARBEZIEUX,45.481,-0.148667,72,sept. 2025,2025,9,31.9,19.5,24.6,6.2,NA,NA,NA,NA
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,janv. 2024,2024,1,52.1,6.9,10,12.5,2,NA,1,7
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,févr. 2024,2024,2,131.7,9.4,12.2,23.6,0,NA,0,8
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,mars 2024,2024,3,173.4,10.7,15,30.6,0,NA,0,4
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,avr. 2024,2024,4,62.8,12.9,18.1,17.8,0,NA,1,2
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,mai 2024,2024,5,173.5,14.8,19,27,0,NA,2,5
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,juin 2024,2024,6,74,18.8,23.9,20.2,0,NA,2,2
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,juil. 2024,2024,7,36.7,21.4,27.3,13.3,0,NA,3,1
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,août 2024,2024,8,22,21.7,28,10,0,NA,0,1
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,sept. 2024,2024,9,137.7,16.5,20.9,30.8,0,NA,0,4
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,oct. 2024,2024,10,109.9,15.7,19.4,39.6,0,NA,0,11
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,nov. 2024,2024,11,53.9,11.7,15.8,23,0,NA,0,12
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,déc. 2024,2024,12,51.3,6.6,9.6,7.3,0,NA,0,14
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,janv. 2025,2025,1,159,6.7,10.3,21.3,0,NA,0,3
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,févr. 2025,2025,2,59,8.6,12.9,16.5,0,NA,0,8
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,mars 2025,2025,3,35.3,10,14.6,12.5,0,NA,0,7
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,avr. 2025,2025,4,125,13.9,19.4,51.2,0,NA,0,2
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,mai 2025,2025,5,28.8,16.4,22.4,17.2,0,NA,2,6
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,juin 2025,2025,6,26,22.6,29.2,7.3,0,NA,1,1
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,juil. 2025,2025,7,29.4,22,28,9.3,0,NA,4,5
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,août 2025,2025,8,73.7,23.1,30,25.1,0,NA,4,3
ANGOULEME - BRIE - CHAMPNIERS,45.728,0.220667,124,sept. 2025,2025,9,33.7,18.5,22.8,6.2,0,NA,0,2
COGNAC,45.665,-0.315833,30,janv. 2024,2024,1,45.2,7.1,10.4,9.3,0,NA,0,9
COGNAC,45.665,-0.315833,30,févr. 2024,2024,2,115.5,10.1,13.2,20.4,0,NA,0,6
COGNAC,45.665,-0.315833,30,mars 2024,2024,3,138.1,11.1,15.6,16.7,0,NA,1,5
COGNAC,45.665,-0.315833,30,avr. 2024,2024,4,51,13.5,18.6,15,0,NA,2,7
COGNAC,45.665,-0.315833,30,mai 2024,2024,5,151.8,15.4,19.9,18.8,0,NA,3,6
COGNAC,45.665,-0.315833,30,juin 2024,2024,6,69.7,19.4,24.6,25.4,0,NA,3,1
COGNAC,45.665,-0.315833,30,juil. 2024,2024,7,20.7,21.8,27.6,9.5,0,NA,3,2
COGNAC,45.665,-0.315833,30,août 2024,2024,8,19.3,22,28.4,8.4,0,NA,1,5
COGNAC,45.665,-0.315833,30,sept. 2024,2024,9,128.2,17.2,21.9,25,0,NA,2,3
COGNAC,45.665,-0.315833,30,oct. 2024,2024,10,74.5,15.9,20,11.7,0,NA,0,14
COGNAC,45.665,-0.315833,30,nov. 2024,2024,11,45.3,12.1,16.3,18.2,0,NA,0,10
COGNAC,45.665,-0.315833,30,déc. 2024,2024,12,45,7.2,10.6,8.3,0,NA,0,15
COGNAC,45.665,-0.315833,30,janv. 2025,2025,1,113.3,7.1,10.7,15.8,0,NA,0,3
COGNAC,45.665,-0.315833,30,févr. 2025,2025,2,51.5,8.8,13.3,16.5,0,NA,0,10
COGNAC,45.665,-0.315833,30,mars 2025,2025,3,40.5,10.4,15.3,12.1,0,NA,1,6
COGNAC,45.665,-0.315833,30,avr. 2025,2025,4,96.1,14.3,20.1,45,0,NA,0,6
COGNAC,45.665,-0.315833,30,mai 2025,2025,5,48.4,17.1,22.9,13.6,0,NA,3,5
COGNAC,45.665,-0.315833,30,juin 2025,2025,6,24.7,22.7,29.4,6.2,0,NA,4,0
COGNAC,45.665,-0.315833,30,juil. 2025,2025,7,39.6,22.4,28.4,16.7,0,NA,2,4
COGNAC,45.665,-0.315833,30,août 2025,2025,8,49.8,23.6,30.5,30.2,0,NA,4,3
COGNAC,45.665,-0.315833,30,sept. 2025,2025,9,28.3,19.1,23.7,7.7,0,NA,0,1
LA COURONNE,45.627833,0.099833,58,janv. 2024,2024,1,44.2,7.1,10.4,10,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,févr. 2024,2024,2,130,9.6,12.7,23,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,mars 2024,2024,3,159.6,10.7,15.5,30,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,avr. 2024,2024,4,53.8,13,18.5,9.4,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,mai 2024,2024,5,150.3,14.9,19.7,28.2,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,juin 2024,2024,6,93.4,19.1,24.8,26.2,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,juil. 2024,2024,7,45.2,21.5,28.1,14.2,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,août 2024,2024,8,25.2,21.6,29.2,11.8,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,sept. 2024,2024,9,144.4,16.5,21.7,36.4,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,oct. 2024,2024,10,94.4,15.7,20.1,22.6,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,nov. 2024,2024,11,54.4,11.7,16.5,20.4,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,déc. 2024,2024,12,55.6,6.8,10.1,10.4,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,janv. 2025,2025,1,143,7,10.8,21,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,févr. 2025,2025,2,50.2,8.6,13.5,17,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,mars 2025,2025,3,40.4,10,15.3,16.2,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,avr. 2025,2025,4,116.8,13.8,20.2,46.6,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,mai 2025,2025,5,47,16.6,23.5,13.9,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,juin 2025,2025,6,18.4,22.7,30.7,4.6,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,juil. 2025,2025,7,30.3,22.5,29.7,11.5,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,août 2025,2025,8,56.9,23.1,31.5,20,NA,NA,NA,NA
LA COURONNE,45.627833,0.099833,58,sept. 2025,2025,9,34.2,18.9,23.9,9.6,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,janv. 2024,2024,1,61.3,7,10,13.5,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,févr. 2024,2024,2,166,9.8,12.9,27.8,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,mars 2024,2024,3,175.1,11,15.3,20.2,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,avr. 2024,2024,4,61.2,13.4,18.5,10.6,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,mai 2024,2024,5,164,15.2,19.8,27.3,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,juin 2024,2024,6,74.5,19.1,24.3,16.9,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,juil. 2024,2024,7,14.4,21.5,27.6,3,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,août 2024,2024,8,24.2,21.7,28.1,8.8,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,sept. 2024,2024,9,167.8,16.9,21.7,29.9,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,oct. 2024,2024,10,94,15.6,19.5,15.7,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,nov. 2024,2024,11,61.1,11.9,16,23.8,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,déc. 2024,2024,12,68.6,7.3,10.4,13.5,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,janv. 2025,2025,1,141.2,6.9,10.4,17.1,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,févr. 2025,2025,2,69,8.7,13.1,19.5,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,mars 2025,2025,3,28.4,10.4,15.1,8.4,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,avr. 2025,2025,4,109.4,14.3,20,40.8,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,mai 2025,2025,5,46.5,17,22.9,15.5,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,juin 2025,2025,6,17.8,22.6,29.4,4.8,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,juil. 2025,2025,7,57.3,22.3,28.4,33,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,août 2025,2025,8,88,23.3,30.3,45.7,NA,NA,NA,NA
LOUZAC ST ANDRE,45.735833,-0.381833,51,sept. 2025,2025,9,46.9,18.8,23.3,8.5,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,janv. 2024,2024,1,56.4,6.6,9.4,13.6,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,févr. 2024,2024,2,130.1,8.5,10.8,22.8,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,mars 2024,2024,3,166.2,10.3,14,39.8,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,avr. 2024,2024,4,78.1,12.5,16.9,16.9,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,mai 2024,2024,5,176.6,14.3,18.2,29.7,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,juin 2024,2024,6,79.4,18.3,22.8,22.4,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,juil. 2024,2024,7,40.7,21,26.3,14.7,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,août 2024,2024,8,24.6,21.3,27,13.2,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,sept. 2024,2024,9,127.8,15.8,19.6,28.2,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,oct. 2024,2024,10,139.4,15.3,18.7,45.5,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,nov. 2024,2024,11,57.8,11.4,15,18.6,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,déc. 2024,2024,12,56.4,6,8.9,7.8,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,janv. 2025,2025,1,163.4,6.2,9.4,31.8,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,févr. 2025,2025,2,59,8.5,12.1,17.4,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,mars 2025,2025,3,34.4,9.6,13.6,7.4,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,avr. 2025,2025,4,137.7,13.6,18.5,57.3,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,mai 2025,2025,5,19,16.3,21.7,4.4,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,juin 2025,2025,6,22.2,22.4,28.3,5.8,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,juil. 2025,2025,7,33.8,21.3,26.7,8.8,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,août 2025,2025,8,65.5,22.8,29.1,26.3,NA,NA,NA,NA
MONTEMBOEUF,45.787167,0.543,247,sept. 2025,2025,9,48,17.9,21.7,11.2,NA,NA,NA,NA
PASSIRAC,45.334,-0.078667,114,janv. 2024,2024,1,47.4,6.3,9.8,8.6,NA,NA,NA,NA
PASSIRAC,45.334,-0.078667,114,févr. 2024,2024,2,168,8.8,12.4,37.8,NA,NA,NA,NA
