NOM_USUEL,LAT,LON,ALTI,AAAAMM,year,month,RR,TM,TX,RRAB,NBJNEIG,NBJGREL,NBJORAG,NBJBROU
BAYEUX,49.274833,-0.712333,60,janv. 2024,2024,1,81,5.8,8.9,24,2,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,févr. 2024,2024,2,90.8,9.7,12.2,23.6,NA,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,mars 2024,2024,3,51.6,9.7,13.8,10.9,NA,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,avr. 2024,2024,4,40.7,11.4,15.5,6.2,NA,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,mai 2024,2024,5,62.8,14.4,18.5,31.7,NA,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,juin 2024,2024,6,22.9,15.3,19.6,8.9,NA,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,juil. 2024,2024,7,29.8,18.4,22.9,4.4,NA,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,août 2024,2024,8,35.6,19.5,24.2,10.3,NA,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,sept. 2024,2024,9,92,15.6,19,26.3,NA,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,oct. 2024,2024,10,79.2,13.7,17,19.7,NA,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,nov. 2024,2024,11,74.5,9.5,11.9,25.4,1,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,déc. 2024,2024,12,70.1,7.5,9.7,17.7,NA,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,janv. 2025,2025,1,171.8,4.9,8,33.5,NA,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,févr. 2025,2025,2,47.3,6.3,9.8,9.5,NA,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,mars 2025,2025,3,28.1,9.1,13.3,12.9,NA,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,avr. 2025,2025,4,14.8,11.9,16.7,4,NA,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,mai 2025,2025,5,52.2,14.3,18.2,21.7,NA,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,juin 2025,2025,6,52.2,18.3,23.2,15.7,NA,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,juil. 2025,2025,7,104.8,18.8,23,38.1,NA,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,août 2025,2025,8,17.4,18.9,23.5,4.2,NA,NA,NA,NA
BAYEUX,49.274833,-0.712333,60,sept. 2025,2025,9,33.2,17.3,22,10.5,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,janv. 2024,2024,1,72.4,6.1,9.2,27,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,févr. 2024,2024,2,57.6,10,12.5,19.2,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,mars 2024,2024,3,59.6,9.6,13.3,21.2,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,avr. 2024,2024,4,29,11.6,15.3,5,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,mai 2024,2024,5,73.6,13.7,17.5,29.2,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,juin 2024,2024,6,19.7,14.9,18.7,8.3,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,juil. 2024,2024,7,24,17.6,21.8,5.2,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,août 2024,2024,8,34.6,19,23.2,14.4,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,sept. 2024,2024,9,126.8,15.8,18.9,33.6,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,oct. 2024,2024,10,69.2,13.9,17.1,12,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,nov. 2024,2024,11,67,9.8,12.3,16.6,1,NA,NA,NA
BERNIERES,49.334,-0.430667,2,déc. 2024,2024,12,56.6,8.1,10.2,21.4,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,janv. 2025,2025,1,162.8,5.2,8.3,35,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,févr. 2025,2025,2,42.2,6.5,9.6,8.4,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,mars 2025,2025,3,24.6,8.7,12.4,7.8,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,avr. 2025,2025,4,11.6,10.9,14.9,5,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,mai 2025,2025,5,26.6,13.6,16.9,11.8,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,juin 2025,2025,6,32.6,17.2,21.8,9.4,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,juil. 2025,2025,7,62.1,18.3,21.8,22.7,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,août 2025,2025,8,16.6,18.5,22.2,6.2,NA,NA,NA,NA
BERNIERES,49.334,-0.430667,2,sept. 2025,2025,9,29.4,17.6,22.1,10.8,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,janv. 2024,2024,1,128.9,4.2,6.9,26.8,2,NA,NA,NA
BREMOY,48.991167,-0.780833,240,févr. 2024,2024,2,126.9,8.3,10.5,23.7,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,mars 2024,2024,3,75,8.5,12.2,13.7,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,avr. 2024,2024,4,75.8,10.2,14.2,12.9,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,mai 2024,2024,5,93.2,13.9,18,27.1,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,juin 2024,2024,6,41.3,15.1,20,12.1,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,juil. 2024,2024,7,50.9,17.8,22.5,9.3,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,août 2024,2024,8,82.4,18.6,23.3,26.4,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,sept. 2024,2024,9,96.8,14.7,18.4,26.3,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,oct. 2024,2024,10,89.3,13.1,16.2,16.9,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,nov. 2024,2024,11,107.8,8.3,11,41.8,2,NA,NA,NA
BREMOY,48.991167,-0.780833,240,déc. 2024,2024,12,98.4,6,8.2,21.5,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,janv. 2025,2025,1,189.3,4.1,7,28.1,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,févr. 2025,2025,2,66,5.5,8.5,15.9,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,mars 2025,2025,3,33.1,8.5,12.4,20.7,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,avr. 2025,2025,4,27.7,12.1,17,10.3,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,mai 2025,2025,5,39.3,14.1,18.6,12.9,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,juin 2025,2025,6,71.1,18.1,23.5,27.5,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,juil. 2025,2025,7,102.9,18.6,23.3,27.6,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,août 2025,2025,8,29.4,18.8,24,11.6,NA,NA,NA,NA
BREMOY,48.991167,-0.780833,240,sept. 2025,2025,9,61.9,16.1,20,12.5,NA,NA,NA,NA
CAEN-CARPIQUET,49.18,-0.456167,67,janv. 2024,2024,1,107.9,5.1,8.2,25.7,3,NA,0,4
CAEN-CARPIQUET,49.18,-0.456167,67,févr. 2024,2024,2,78.9,9.5,12,23.1,0,NA,0,1
CAEN-CARPIQUET,49.18,-0.456167,67,mars 2024,2024,3,42.8,9.3,13.5,10.2,0,NA,0,2
CAEN-CARPIQUET,49.18,-0.456167,67,avr. 2024,2024,4,27.8,10.9,15.5,6.2,0,NA,0,3
CAEN-CARPIQUET,49.18,-0.456167,67,mai 2024,2024,5,76,14,18.6,36.1,0,NA,3,7
CAEN-CARPIQUET,49.18,-0.456167,67,juin 2024,2024,6,24.2,15.3,20.2,8.6,0,NA,1,1
CAEN-CARPIQUET,49.18,-0.456167,67,juil. 2024,2024,7,24.4,18.3,23.5,5.2,0,NA,1,0
CAEN-CARPIQUET,49.18,-0.456167,67,août 2024,2024,8,35.9,19.5,24.7,13.7,0,NA,0,0
CAEN-CARPIQUET,49.18,-0.456167,67,sept. 2024,2024,9,102.8,15.4,19.2,23.9,0,NA,3,2
CAEN-CARPIQUET,49.18,-0.456167,67,oct. 2024,2024,10,104.3,13.2,16.9,37,0,NA,2,7
CAEN-CARPIQUET,49.18,-0.456167,67,nov. 2024,2024,11,63.7,9,11.5,16.5,1,NA,0,7
CAEN-CARPIQUET,49.18,-0.456167,67,déc. 2024,2024,12,60.7,7.4,9.6,21.1,0,NA,0,7
CAEN-CARPIQUET,49.18,-0.456167,67,janv. 2025,2025,1,159,4.5,7.7,33.9,0,NA,0,10
CAEN-CARPIQUET,49.18,-0.456167,67,févr. 2025,2025,2,45.3,5.8,9.2,7.4,0,NA,0,5
CAEN-CARPIQUET,49.18,-0.456167,67,mars 2025,2025,3,33.1,8.4,13,17.9,1,NA,0,8
CAEN-CARPIQUET,49.18,-0.456167,67,avr. 2025,2025,4,9.4,11.7,17.5,3.6,0,NA,0,3
CAEN-CARPIQUET,49.18,-0.456167,67,mai 2025,2025,5,42.2,13.9,18.7,13.5,0,NA,2,6
CAEN-CARPIQUET,49.18,-0.456167,67,juin 2025,2025,6,49,18.3,24,14.1,0,NA,2,6
CAEN-CARPIQUET,49.18,-0.456167,67,juil. 2025,2025,7,84.9,18.9,23.8,21.7,0,NA,5,2
CAEN-CARPIQUET,49.18,-0.456167,67,août 2025,2025,8,16.4,19.1,24.6,6.4,0,NA,0,1
CAEN-CARPIQUET,49.18,-0.456167,67,sept. 2025,2025,9,32,17.3,22.4,8.4,0,NA,1,0
DAMBLAINVILLE,48.928,-0.148667,155,janv. 2024,2024,1,89.7,4.6,7.5,24,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,févr. 2024,2024,2,55.4,9.2,11.7,9.6,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,mars 2024,2024,3,51,9.5,13.6,10.4,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,avr. 2024,2024,4,50.2,11.2,15.8,11,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,mai 2024,2024,5,150.5,14.6,19.4,44.8,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,juin 2024,2024,6,30.5,16,21.2,8.7,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,juil. 2024,2024,7,38.6,18.9,24.4,8.8,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,août 2024,2024,8,45,19.9,25.5,12.6,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,sept. 2024,2024,9,91.9,15.6,19.9,17.4,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,oct. 2024,2024,10,86.6,13.6,17.2,18.6,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,nov. 2024,2024,11,54,8.7,11.5,16.8,1,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,déc. 2024,2024,12,67.4,6.5,8.7,25.2,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,janv. 2025,2025,1,164.2,4.2,7.1,30.2,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,févr. 2025,2025,2,60.8,5.7,9.3,11.6,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,mars 2025,2025,3,19.8,8.7,13.4,7.6,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,avr. 2025,2025,4,16.8,12.8,18.7,5.4,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,mai 2025,2025,5,34,14.6,20.1,19.2,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,juin 2025,2025,6,53.2,19.5,25.8,16.1,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,juil. 2025,2025,7,53,19.7,25.1,10.4,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,août 2025,2025,8,12.6,20.2,26.4,6.6,NA,NA,NA,NA
DAMBLAINVILLE,48.928,-0.148667,155,sept. 2025,2025,9,22.2,17.4,22.7,4,NA,NA,NA,NA
DOZULE,49.231667,-0.0475,29,janv. 2024,2024,1,99.6,5.4,8.7,25,NA,NA,NA,NA
DOZULE,49.231667,-0.0475,29,févr. 2024,2024,2,91.4,9.8,12.4,29.8,NA,NA,NA,NA
DOZULE,49.231667,-0.0475,29,mars 2024,2024,3,67.3,9.8,14,19.2,NA,NA,NA,NA
DOZULE,49.231667,-0.0475,29,avr. 2024,2024,4,42.4,11.5,16,6.6,NA,NA,NA,NA
DOZULE,49.231667,-0.0475,29,mai 2024,2024,5,114.4,15,19.4,38.2,NA,NA,NA,NA
DOZULE,49.231667,-0.0475,29,juin 2024,2024,6,30.9,15.6,20.5,13.9,NA,NA,NA,NA
DOZULE,49.231667,-0.0475,29,juil. 2024,2024,7,38,18.9,23.9,9.6,NA,NA,NA,NA
DOZULE,49.231667,-0.0475,29,août 2024,2024,8,51.2,19.6,24.5,16.7,NA,NA,NA,NA
DOZULE,49.231667,-0.0475,29,sept. 2024,2024,9,124.9,15.9,20,23.4,NA,NA,NA,NA
DOZULE,49.231667,-0.0475,29,oct. 2024,2024,10,91.8,13.9,17.6,15.9,NA,NA,NA,NA
DOZULE,49.231667,-0.0475,29,nov. 2024,2024,11,82.5,9.3,12.1,21.5,1,NA,NA,NA
