NOM_USUEL,LAT,LON,ALTI,AAAAMM,year,month,RR,TM,TX,RRAB,NBJNEIG,NBJGREL,NBJORAG,NBJBROU
ARGENTAT,45.101333,1.9375,190,janv. 2024,2024,1,84.6,6,10.6,23.4,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,févr. 2024,2024,2,168.3,8.9,13.3,38.2,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,mars 2024,2024,3,132.3,10.7,16.7,31.2,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,avr. 2024,2024,4,104,12.1,18.9,19.8,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,mai 2024,2024,5,224.9,15,20.6,37.2,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,juin 2024,2024,6,125,19.2,25.8,31.3,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,juil. 2024,2024,7,60.5,21.9,29.1,35.4,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,août 2024,2024,8,70.2,22.1,30.2,49.4,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,sept. 2024,2024,9,187.8,16.3,21.5,46.6,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,oct. 2024,2024,10,149,16.3,22.1,38,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,nov. 2024,2024,11,100.8,10.7,17,37.8,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,déc. 2024,2024,12,86.2,5.4,10.3,18.2,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,janv. 2025,2025,1,177.8,5.7,11.1,30,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,févr. 2025,2025,2,54.6,7.8,14.7,10.6,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,mars 2025,2025,3,62.5,9.5,16.1,19.9,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,avr. 2025,2025,4,164.4,13.3,20.9,36.4,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,mai 2025,2025,5,40.2,15.6,23.6,16.6,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,juin 2025,2025,6,68.5,22.2,30.4,27.3,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,juil. 2025,2025,7,75,21.4,29.1,36.1,NA,NA,NA,NA
ARGENTAT,45.101333,1.9375,190,août 2025,2025,8,120.2,22.4,31.5,69.6,NA,NA,NA,NA
