NOM_USUEL,LAT,LON,ALTI,AAAAMM,year,month,RR,TM,TX,RRAB,NBJNEIG,NBJGREL,NBJORAG,NBJBROU
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,déc. 1909,1909,12,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,janv. 1910,1910,1,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,févr. 1910,1910,2,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,mars 1910,1910,3,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,nov. 1910,1910,11,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,janv. 1911,1911,1,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,févr. 1911,1911,2,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,mars 1911,1911,3,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,avr. 1911,1911,4,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,juil. 1911,1911,7,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,sept. 1911,1911,9,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,oct. 1911,1911,10,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,nov. 1911,1911,11,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,janv. 1912,1912,1,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,févr. 1912,1912,2,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,mars 1912,1912,3,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,août 1912,1912,8,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,oct. 1912,1912,10,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,déc. 1912,1912,12,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,févr. 1913,1913,2,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,mars 1913,1913,3,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,avr. 1913,1913,4,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,mai 1913,1913,5,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,nov. 1913,1913,11,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,avr. 1914,1914,4,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,mai 1914,1914,5,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,juin 1914,1914,6,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,févr. 1923,1923,2,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,mars 1923,1923,3,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,avr. 1923,1923,4,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,mai 1923,1923,5,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,juin 1923,1923,6,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,juil. 1923,1923,7,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,août 1923,1923,8,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,sept. 1923,1923,9,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,oct. 1923,1923,10,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,nov. 1923,1923,11,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,déc. 1923,1923,12,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,janv. 1924,1924,1,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,févr. 1924,1924,2,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,mars 1924,1924,3,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,avr. 1924,1924,4,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,mai 1924,1924,5,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,juin 1924,1924,6,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,juil. 1924,1924,7,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,août 1924,1924,8,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,sept. 1924,1924,9,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,oct. 1924,1924,10,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,nov. 1924,1924,11,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,déc. 1924,1924,12,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,juin 1930,1930,6,73,NA,NA,23,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,juil. 1930,1930,7,72.7,NA,NA,7.3,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,oct. 1930,1930,10,78,NA,NA,15,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,nov. 1930,1930,11,NA,NA,NA,NA,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,déc. 1930,1930,12,25.7,NA,NA,9.2,NA,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,févr. 1931,1931,2,NA,NA,NA,NA,2,NA,NA,NA
AIRE-SUR-LA-LYS ECOLE,50.64,2.396667,22,mai 1931,1931,5,62.5,NA,NA,16,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,juin 1873,1873,6,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,juil. 1873,1873,7,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,août 1873,1873,8,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,sept. 1873,1873,9,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,oct. 1873,1873,10,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,nov. 1873,1873,11,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,déc. 1873,1873,12,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,janv. 1874,1874,1,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,févr. 1874,1874,2,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,mars 1874,1874,3,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,avr. 1874,1874,4,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,mai 1874,1874,5,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,juin 1874,1874,6,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,juil. 1874,1874,7,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,août 1874,1874,8,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,sept. 1874,1874,9,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,oct. 1874,1874,10,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,nov. 1874,1874,11,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,déc. 1874,1874,12,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,janv. 1875,1875,1,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,févr. 1875,1875,2,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,mars 1875,1875,3,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,avr. 1875,1875,4,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,mai 1875,1875,5,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,juin 1875,1875,6,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,juil. 1875,1875,7,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,août 1875,1875,8,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,sept. 1875,1875,9,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,oct. 1875,1875,10,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,nov. 1875,1875,11,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,déc. 1875,1875,12,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,janv. 1876,1876,1,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,févr. 1876,1876,2,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,mars 1876,1876,3,NA,NA,NA,NA,NA,NA,NA,NA
ALLOUAGNE AGGLOMERATION,50.53,2.503333,50,avr. 1876,1876,4,NA,NA,NA,NA,NA,NA,NA,NA
