NOM_USUEL,LAT,LON,ALTI,AAAAMM,year,month,RR,TM,TX,RRAB,NBJNEIG,NBJGREL,NBJORAG,NBJBROU
AMBIERLE AGGLOMERATION,46.103333,3.895,460,févr. 1902,1902,2,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,mars 1902,1902,3,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,avr. 1902,1902,4,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,mai 1902,1902,5,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,juin 1902,1902,6,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,juil. 1902,1902,7,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,août 1902,1902,8,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,sept. 1902,1902,9,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,oct. 1902,1902,10,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,nov. 1902,1902,11,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,déc. 1902,1902,12,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,janv. 1903,1903,1,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,févr. 1903,1903,2,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,mars 1903,1903,3,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,avr. 1903,1903,4,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,mai 1903,1903,5,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,juin 1903,1903,6,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,juil. 1903,1903,7,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,août 1903,1903,8,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,sept. 1903,1903,9,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,oct. 1903,1903,10,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,nov. 1903,1903,11,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,déc. 1903,1903,12,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,janv. 1904,1904,1,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,févr. 1904,1904,2,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,mars 1904,1904,3,NA,NA,NA,NA,NA,NA,NA,NA
AMBIERLE AGGLOMERATION,46.103333,3.895,460,avr. 1904,1904,4,NA,NA,NA,NA,NA,NA,NA,NA
