NOM_USUEL,LAT,LON,ALTI,AAAAMM,year,month,RR,TM,TX,RRAB,NBJNEIG,NBJGREL,NBJORAG,NBJBROU
AIX-EN-PROVENCE,43.533333,5.451333,217,juin 1865,1865,6,NA,NA,NA,NA,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,juil. 1865,1865,7,27.6,NA,NA,15,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,août 1865,1865,8,NA,NA,NA,NA,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,sept. 1865,1865,9,19,NA,NA,19,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,oct. 1865,1865,10,136.4,NA,NA,41.4,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,nov. 1865,1865,11,49,NA,NA,14.5,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,déc. 1865,1865,12,114,NA,NA,33.5,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,janv. 1866,1866,1,33.4,NA,NA,21.8,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,févr. 1866,1866,2,NA,NA,NA,NA,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,mars 1866,1866,3,NA,NA,NA,NA,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,avr. 1866,1866,4,NA,NA,NA,NA,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,mai 1866,1866,5,NA,NA,NA,NA,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,juin 1866,1866,6,NA,NA,NA,NA,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,juil. 1866,1866,7,5,NA,NA,5,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,août 1866,1866,8,67.7,NA,NA,22.2,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,sept. 1866,1866,9,101.8,NA,NA,28,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,oct. 1866,1866,10,42.5,NA,NA,32.5,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,nov. 1866,1866,11,18.2,NA,NA,9.2,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,déc. 1866,1866,12,23.2,NA,NA,12.6,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,janv. 1867,1867,1,49.1,NA,NA,17,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,févr. 1867,1867,2,28,NA,NA,8.2,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,mars 1867,1867,3,70.9,NA,NA,16,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,avr. 1867,1867,4,8.4,NA,NA,7,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,mai 1867,1867,5,7.5,NA,NA,7,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,juin 1867,1867,6,8.6,NA,NA,7.6,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,juil. 1867,1867,7,14,NA,NA,9,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,août 1867,1867,8,24,NA,NA,24,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,sept. 1867,1867,9,11.2,NA,NA,3.5,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,oct. 1867,1867,10,12.4,NA,NA,7.2,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,nov. 1867,1867,11,15.2,NA,NA,15.2,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,déc. 1867,1867,12,32,NA,NA,15,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,janv. 1868,1868,1,15.1,NA,NA,8,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,févr. 1868,1868,2,1,NA,NA,1,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,avr. 1868,1868,4,9.5,NA,NA,9.5,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,mai 1868,1868,5,64.8,NA,NA,23,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,juin 1868,1868,6,21.1,NA,NA,12.5,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,juil. 1868,1868,7,1.4,NA,NA,1,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,août 1868,1868,8,125.6,NA,NA,68,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,sept. 1868,1868,9,111,NA,NA,50,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,oct. 1868,1868,10,100.6,NA,NA,49.5,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,nov. 1868,1868,11,62,NA,NA,21,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,déc. 1868,1868,12,51,NA,NA,15,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,janv. 1869,1869,1,20,NA,NA,15,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,févr. 1869,1869,2,27.2,NA,NA,15,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,mars 1869,1869,3,180,NA,NA,145,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,avr. 1869,1869,4,24.5,NA,NA,13,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,mai 1869,1869,5,18,NA,NA,5,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,juin 1869,1869,6,3.5,NA,NA,2,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,juil. 1869,1869,7,10,NA,NA,10,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,août 1869,1869,8,3,NA,NA,3,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,sept. 1869,1869,9,18.6,NA,NA,16,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,oct. 1869,1869,10,12,NA,NA,12,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,nov. 1869,1869,11,141,NA,NA,79,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,déc. 1869,1869,12,28,NA,NA,18,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,janv. 1870,1870,1,NA,NA,NA,NA,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,févr. 1870,1870,2,100.3,NA,NA,42,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,mars 1870,1870,3,5,NA,NA,5,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,avr. 1870,1870,4,1.5,NA,NA,1.5,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,mai 1870,1870,5,0,NA,NA,0,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,juin 1870,1870,6,32,NA,NA,15,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,juil. 1870,1870,7,2,NA,NA,2,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,août 1870,1870,8,23,NA,NA,23,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,sept. 1870,1870,9,34,NA,NA,21,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,oct. 1870,1870,10,27,NA,NA,23,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,nov. 1870,1870,11,101.9,NA,NA,45,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,déc. 1870,1870,12,NA,NA,NA,NA,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,janv. 1871,1871,1,27,NA,NA,14,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,févr. 1871,1871,2,0,NA,NA,0,NA,NA,NA,NA
AIX-EN-PROVENCE,43.533333,5.451333,217,mars 1871,1871,3,0,NA,NA,0,NA,NA,NA,NA
