NOM_USUEL,LAT,LON,ALTI,AAAAMM,year,month,RR,TM,TX,RRAB,NBJNEIG,NBJGREL,NBJORAG,NBJBROU
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,mars 1962,1962,3,106,NA,NA,30,NA,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,avr. 1962,1962,4,98.9,NA,NA,19,NA,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,mai 1962,1962,5,105.9,NA,NA,28.7,NA,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,juin 1962,1962,6,18.6,NA,NA,6.3,NA,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,juil. 1962,1962,7,28.2,NA,NA,8.1,NA,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,août 1962,1962,8,53.9,NA,NA,18.7,NA,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,sept. 1962,1962,9,72.4,NA,NA,20.5,NA,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,oct. 1962,1962,10,14,NA,NA,7,NA,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,nov. 1962,1962,11,49.5,NA,NA,18.4,4,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,déc. 1962,1962,12,154.3,NA,NA,56.2,4,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,janv. 1963,1963,1,23.3,NA,NA,10,5,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,févr. 1963,1963,2,42,NA,NA,10.5,3,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,mars 1963,1963,3,95.7,NA,NA,14.7,NA,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,avr. 1963,1963,4,73,NA,NA,18.6,NA,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,mai 1963,1963,5,47.8,NA,NA,11.5,NA,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,juin 1963,1963,6,141.4,NA,NA,40.5,NA,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,juil. 1963,1963,7,81.5,NA,NA,18.8,NA,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,août 1963,1963,8,218.4,NA,NA,23.2,NA,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,sept. 1963,1963,9,44.1,NA,NA,10,NA,NA,NA,NA
BAVILLIERS RTE DE FROIDEVAL,47.618333,6.831667,350,oct. 1963,1963,10,44.4,NA,NA,15.7,NA,NA,NA,NA
