NOM_USUEL,LAT,LON,ALTI,AAAAMM,year,month,RR,TM,TX,RRAB,NBJNEIG,NBJGREL,NBJORAG,NBJBROU
ST-PIERRE,46.766333,-56.179167,21,janv. 1966,1966,1,100.6,-0.7,1,38,30,0,0,2
ST-PIERRE,46.766333,-56.179167,21,févr. 1966,1966,2,18.3,-2.8,-0.7,10.3,23,0,0,3
ST-PIERRE,46.766333,-56.179167,21,mars 1966,1966,3,88.3,0,1.9,30.5,15,0,0,8
ST-PIERRE,46.766333,-56.179167,21,avr. 1966,1966,4,38.9,2.2,4.2,16,13,0,0,4
ST-PIERRE,46.766333,-56.179167,21,mai 1966,1966,5,118.5,4.3,6.8,18.2,5,0,0,17
ST-PIERRE,46.766333,-56.179167,21,juin 1966,1966,6,156.7,8.7,11.3,34.3,0,0,0,20
ST-PIERRE,46.766333,-56.179167,21,juil. 1966,1966,7,75.1,12.8,15.2,11.2,0,0,1,23
ST-PIERRE,46.766333,-56.179167,21,août 1966,1966,8,102.3,15.3,17.7,34.4,0,0,2,15
ST-PIERRE,46.766333,-56.179167,21,sept. 1966,1966,9,55.3,11.9,14.1,13.1,0,0,2,7
ST-PIERRE,46.766333,-56.179167,21,oct. 1966,1966,10,130.7,8.3,10.2,30.3,2,1,0,9
ST-PIERRE,46.766333,-56.179167,21,nov. 1966,1966,11,53.2,6,7.7,9.7,5,0,0,14
ST-PIERRE,46.766333,-56.179167,21,déc. 1966,1966,12,137.8,2.3,4.7,31.3,15,0,0,5
ST-PIERRE,46.766333,-56.179167,21,janv. 1967,1967,1,81,-1.4,0.9,18.7,24,0,0,6
ST-PIERRE,46.766333,-56.179167,21,févr. 1967,1967,2,97,-3.5,-0.4,26.3,27,0,0,1
ST-PIERRE,46.766333,-56.179167,21,mars 1967,1967,3,79.7,-2.3,0.2,25.8,23,0,0,1
ST-PIERRE,46.766333,-56.179167,21,avr. 1967,1967,4,69.6,0.2,2,15.9,13,0,0,5
ST-PIERRE,46.766333,-56.179167,21,mai 1967,1967,5,117,3.7,5.9,31.6,1,0,0,14
ST-PIERRE,46.766333,-56.179167,21,juin 1967,1967,6,53.8,9.2,12.3,22.2,0,0,4,14
ST-PIERRE,46.766333,-56.179167,21,juil. 1967,1967,7,55.6,14.9,17.7,28.2,0,0,0,24
ST-PIERRE,46.766333,-56.179167,21,août 1967,1967,8,114.9,18.1,20.2,34.4,0,0,2,17
ST-PIERRE,46.766333,-56.179167,21,sept. 1967,1967,9,123.8,14,16.3,28.8,0,0,1,4
ST-PIERRE,46.766333,-56.179167,21,oct. 1967,1967,10,91.8,9.6,11.8,25.1,2,0,0,8
ST-PIERRE,46.766333,-56.179167,21,nov. 1967,1967,11,147.8,6.6,8.8,29.4,8,0,0,5
ST-PIERRE,46.766333,-56.179167,21,déc. 1967,1967,12,150.3,1.3,3.6,51.5,18,0,0,0
ST-PIERRE,46.766333,-56.179167,21,janv. 1968,1968,1,83.8,-1.8,0.7,23.6,23,0,0,5
ST-PIERRE,46.766333,-56.179167,21,févr. 1968,1968,2,58.9,-2.8,-0.3,15.1,20,0,1,4
ST-PIERRE,46.766333,-56.179167,21,mars 1968,1968,3,85.4,-0.2,2.3,21.6,22,0,0,9
ST-PIERRE,46.766333,-56.179167,21,avr. 1968,1968,4,73.3,2.2,4.2,10.1,9,0,0,6
ST-PIERRE,46.766333,-56.179167,21,mai 1968,1968,5,106.2,5.8,8.7,31.6,2,0,0,8
ST-PIERRE,46.766333,-56.179167,21,juin 1968,1968,6,144.2,8.4,10.6,51.2,0,0,0,17
ST-PIERRE,46.766333,-56.179167,21,juil. 1968,1968,7,97.4,13.6,16.6,46.5,0,0,3,20
ST-PIERRE,46.766333,-56.179167,21,août 1968,1968,8,195.8,13.5,15.5,39.2,0,0,2,13
ST-PIERRE,46.766333,-56.179167,21,sept. 1968,1968,9,19.8,13.6,15.8,11.4,0,0,0,11
ST-PIERRE,46.766333,-56.179167,21,oct. 1968,1968,10,76.3,9.8,11.8,14.9,0,0,0,6
ST-PIERRE,46.766333,-56.179167,21,nov. 1968,1968,11,150.2,3.7,5.6,30.9,17,0,0,3
ST-PIERRE,46.766333,-56.179167,21,déc. 1968,1968,12,84.3,1.1,2.9,31.8,23,0,0,4
ST-PIERRE,46.766333,-56.179167,21,janv. 1969,1969,1,65.9,-0.1,1.6,13.9,20,0,1,3
ST-PIERRE,46.766333,-56.179167,21,févr. 1969,1969,2,112.9,-0.2,1.3,30.5,19,0,0,5
ST-PIERRE,46.766333,-56.179167,21,mars 1969,1969,3,92.2,0,2,19.5,18,0,0,6
ST-PIERRE,46.766333,-56.179167,21,avr. 1969,1969,4,96.2,1.3,3.3,21.8,13,0,1,6
ST-PIERRE,46.766333,-56.179167,21,mai 1969,1969,5,108.8,5.2,7.4,27.2,2,0,0,12
ST-PIERRE,46.766333,-56.179167,21,juin 1969,1969,6,85.4,9.9,12.5,25,0,0,1,19
ST-PIERRE,46.766333,-56.179167,21,juil. 1969,1969,7,102.2,12.8,15.3,29.9,0,0,2,14
ST-PIERRE,46.766333,-56.179167,21,août 1969,1969,8,107.9,14.7,16.9,21.5,0,0,4,21
ST-PIERRE,46.766333,-56.179167,21,sept. 1969,1969,9,146.8,12.7,14.9,27.7,0,0,0,7
ST-PIERRE,46.766333,-56.179167,21,oct. 1969,1969,10,190.1,7.6,9.7,49.9,5,0,0,5
ST-PIERRE,46.766333,-56.179167,21,nov. 1969,1969,11,101.5,5.9,7.6,24.7,4,0,0,9
ST-PIERRE,46.766333,-56.179167,21,déc. 1969,1969,12,161,4.2,6.3,34.3,13,0,0,8
ST-PIERRE,46.766333,-56.179167,21,janv. 1970,1970,1,45,-2.9,-0.9,8.7,31,0,1,1
ST-PIERRE,46.766333,-56.179167,21,févr. 1970,1970,2,137.5,-1.2,1.6,27.6,16,0,0,5
ST-PIERRE,46.766333,-56.179167,21,mars 1970,1970,3,98,0.8,2.3,33.1,18,0,0,5
ST-PIERRE,46.766333,-56.179167,21,avr. 1970,1970,4,91.5,1.9,3.9,23.9,11,0,0,2
ST-PIERRE,46.766333,-56.179167,21,mai 1970,1970,5,119.4,5.9,8.1,33.2,0,0,2,10
ST-PIERRE,46.766333,-56.179167,21,juin 1970,1970,6,72.2,9.4,12.1,13.6,0,0,2,16
ST-PIERRE,46.766333,-56.179167,21,juil. 1970,1970,7,74.3,14,16.6,18.9,0,0,1,22
ST-PIERRE,46.766333,-56.179167,21,août 1970,1970,8,285.4,17,19.3,75.9,0,0,4,17
ST-PIERRE,46.766333,-56.179167,21,sept. 1970,1970,9,162.7,11.9,13.9,28.7,0,0,2,9
ST-PIERRE,46.766333,-56.179167,21,oct. 1970,1970,10,61.3,9,10.9,24.2,3,0,0,4
ST-PIERRE,46.766333,-56.179167,21,nov. 1970,1970,11,198.2,6.4,8.5,59.5,1,0,0,3
