NOM_USUEL,LAT,LON,ALTI,AAAAMM,year,month,RR,TM,TX,RRAB,NBJNEIG,NBJGREL,NBJORAG,NBJBROU
AMBES,45.041667,-0.608333,5,déc. 1957,1957,12,37.6,NA,NA,21,NA,NA,NA,NA
AMBES,45.041667,-0.608333,5,janv. 1958,1958,1,142.8,NA,NA,21.3,NA,NA,NA,NA
AMBES,45.041667,-0.608333,5,févr. 1958,1958,2,29.4,NA,NA,8.9,NA,NA,NA,NA
AMBES,45.041667,-0.608333,5,mars 1958,1958,3,113.6,NA,NA,25.1,3,NA,NA,NA
AMBES,45.041667,-0.608333,5,avr. 1958,1958,4,42.9,NA,NA,13.9,NA,NA,NA,NA
AMBES,45.041667,-0.608333,5,mai 1958,1958,5,103.8,NA,NA,16.3,NA,NA,NA,NA
AMBES,45.041667,-0.608333,5,juin 1958,1958,6,117.7,NA,NA,36.6,NA,NA,NA,NA
AMBES,45.041667,-0.608333,5,juil. 1958,1958,7,67.1,NA,NA,18.7,NA,NA,NA,NA
AMBES,45.041667,-0.608333,5,août 1958,1958,8,128.5,NA,NA,49.4,NA,NA,NA,NA
AMBES,45.041667,-0.608333,5,sept. 1958,1958,9,52.6,NA,NA,41.3,NA,NA,NA,NA
AMBES,45.041667,-0.608333,5,oct. 1958,1958,10,51.3,NA,NA,14.5,NA,NA,NA,NA
AMBES,45.041667,-0.608333,5,nov. 1958,1958,11,35,NA,NA,17,NA,NA,NA,NA
AMBES,45.041667,-0.608333,5,déc. 1958,1958,12,148.5,NA,NA,31.5,NA,NA,NA,NA
AMBES,45.041667,-0.608333,5,janv. 1959,1959,1,74.2,NA,NA,13.4,1,NA,NA,NA
AMBES,45.041667,-0.608333,5,févr. 1959,1959,2,15.2,NA,NA,8.7,1,NA,NA,NA
AMBES,45.041667,-0.608333,5,mars 1959,1959,3,46.2,NA,NA,15.1,NA,NA,NA,NA
AMBES,45.041667,-0.608333,5,avr. 1959,1959,4,108.2,NA,NA,19.6,NA,NA,NA,NA
AMBES,45.041667,-0.608333,5,mai 1959,1959,5,31.7,NA,NA,7.6,NA,NA,NA,NA
AMBES,45.041667,-0.608333,5,juin 1959,1959,6,43.6,NA,NA,21,NA,NA,NA,NA
AMBES,45.041667,-0.608333,5,juil. 1959,1959,7,18.9,NA,NA,9.7,NA,NA,NA,NA
AMBES,45.041667,-0.608333,5,août 1959,1959,8,72.7,NA,NA,31.8,NA,NA,NA,NA
